id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
12450,Female,47,1,28.0,0,1-2 Year,Yes,45096.0,124.0,241
329291,Male,20,1,14.0,0,< 1 Year,Yes,2630.0,160.0,132
40971,Male,39,1,30.0,0,1-2 Year,Yes,29274.0,26.0,161
150043,Male,73,1,28.0,0,1-2 Year,Yes,34485.0,124.0,40
78996,Female,22,1,14.0,1,< 1 Year,Yes,25265.0,152.0,42
214692,Female,43,1,15.0,0,1-2 Year,Yes,31691.0,156.0,102
343179,Female,43,1,8.0,0,1-2 Year,Yes,65882.0,124.0,236
70994,Male,37,1,21.0,0,1-2 Year,Yes,21991.0,31.0,216
8086,Male,49,1,28.0,0,> 2 Years,Yes,46554.0,124.0,136
174791,Female,61,1,9.0,0,1-2 Year,Yes,30871.0,26.0,295
171478,Male,49,1,28.0,0,1-2 Year,Yes,36041.0,26.0,158
123708,Female,31,1,30.0,0,< 1 Year,Yes,2630.0,152.0,117
267962,Female,42,1,15.0,0,1-2 Year,Yes,30756.0,124.0,84
54040,Female,38,1,5.0,0,1-2 Year,Yes,2630.0,124.0,222
343755,Male,46,1,28.0,0,1-2 Year,Yes,39044.0,122.0,236
423174,Male,48,1,41.0,0,1-2 Year,Yes,33115.0,26.0,250
355281,Female,49,1,28.0,0,1-2 Year,Yes,31946.0,124.0,291
323664,Male,53,1,28.0,0,1-2 Year,Yes,31210.0,124.0,251
111598,Male,37,1,21.0,0,1-2 Year,Yes,26713.0,109.0,262
407583,Male,48,1,23.0,0,1-2 Year,Yes,24817.0,26.0,87
115438,Male,23,1,11.0,0,< 1 Year,Yes,30838.0,152.0,21
133518,Male,21,1,50.0,0,< 1 Year,Yes,36453.0,160.0,92
329327,Female,36,1,30.0,0,1-2 Year,Yes,27163.0,154.0,66
484849,Male,42,1,41.0,0,1-2 Year,Yes,30427.0,124.0,20
322845,Male,24,1,41.0,0,< 1 Year,Yes,44225.0,153.0,179
117465,Female,42,1,28.0,0,1-2 Year,Yes,2630.0,124.0,225
292077,Female,50,1,50.0,0,1-2 Year,Yes,33845.0,124.0,178
154765,Male,47,1,28.0,0,> 2 Years,Yes,104290.0,26.0,214
185111,Male,37,1,28.0,0,1-2 Year,Yes,52376.0,26.0,199
103263,Male,72,1,29.0,0,1-2 Year,Yes,42386.0,26.0,32
139751,Male,30,1,20.0,0,< 1 Year,Yes,2630.0,156.0,30
24339,Female,24,1,8.0,0,< 1 Year,Yes,35766.0,26.0,239
168109,Male,45,1,28.0,0,1-2 Year,Yes,2630.0,156.0,159
171139,Male,43,1,28.0,0,1-2 Year,Yes,44486.0,23.0,142
258300,Female,37,1,28.0,0,1-2 Year,Yes,32632.0,124.0,250
208609,Male,59,1,28.0,0,1-2 Year,Yes,41755.0,26.0,19
7770,Male,51,1,15.0,0,1-2 Year,Yes,34618.0,14.0,221
289319,Female,51,1,14.0,0,1-2 Year,Yes,2630.0,152.0,84
398902,Female,50,1,28.0,0,1-2 Year,Yes,35909.0,156.0,100
297986,Male,42,1,25.0,1,1-2 Year,Yes,24883.0,124.0,191
44948,Female,20,1,27.0,0,< 1 Year,Yes,24867.0,160.0,174
223214,Female,44,1,28.0,0,1-2 Year,Yes,41379.0,26.0,122
292834,Male,43,1,46.0,0,1-2 Year,Yes,40426.0,124.0,135
107701,Female,42,1,28.0,0,1-2 Year,Yes,51034.0,124.0,114
268846,Male,76,1,20.0,0,1-2 Year,Yes,2630.0,124.0,98
44243,Male,44,1,28.0,0,1-2 Year,Yes,2630.0,26.0,97
467445,Female,48,1,33.0,0,> 2 Years,Yes,35349.0,26.0,205
108157,Female,23,1,28.0,0,< 1 Year,Yes,2630.0,26.0,181
37435,Male,50,1,28.0,0,> 2 Years,Yes,55645.0,124.0,125
280973,Female,47,1,23.0,0,1-2 Year,Yes,23969.0,124.0,242
221926,Male,46,1,28.0,0,1-2 Year,Yes,62625.0,26.0,178
399707,Male,58,1,28.0,0,1-2 Year,Yes,45234.0,26.0,258
77876,Male,72,1,28.0,0,1-2 Year,Yes,44974.0,124.0,27
483882,Male,40,1,28.0,0,1-2 Year,Yes,51669.0,122.0,133
334582,Male,22,1,11.0,0,< 1 Year,Yes,2630.0,152.0,263
229208,Male,72,1,28.0,0,1-2 Year,Yes,36608.0,52.0,157
437053,Male,40,1,46.0,0,1-2 Year,Yes,23143.0,124.0,12
87464,Female,21,1,8.0,0,< 1 Year,Yes,49659.0,160.0,134
26789,Female,29,1,29.0,0,1-2 Year,Yes,33395.0,154.0,277
241002,Male,21,1,14.0,0,< 1 Year,Yes,2630.0,163.0,133
438038,Male,48,1,28.0,0,1-2 Year,Yes,61391.0,124.0,97
44577,Male,23,1,30.0,0,< 1 Year,Yes,24629.0,160.0,201
158597,Female,23,1,30.0,0,< 1 Year,Yes,31409.0,152.0,223
306452,Male,67,1,3.0,0,1-2 Year,Yes,35250.0,26.0,136
476580,Male,52,1,28.0,0,1-2 Year,Yes,37800.0,26.0,290
42351,Male,37,1,8.0,0,1-2 Year,Yes,37610.0,26.0,82
150980,Male,66,1,1.0,0,> 2 Years,Yes,2630.0,26.0,194
293261,Male,54,1,28.0,0,1-2 Year,Yes,31879.0,26.0,288
59918,Male,51,1,8.0,0,< 1 Year,Yes,44842.0,26.0,16
220158,Male,47,1,21.0,0,1-2 Year,Yes,33234.0,124.0,244
82808,Female,22,1,26.0,0,< 1 Year,Yes,42033.0,152.0,67
394342,Female,40,1,29.0,0,1-2 Year,Yes,30527.0,157.0,194
147218,Male,58,1,46.0,1,1-2 Year,Yes,2630.0,156.0,189
174096,Male,22,1,44.0,0,< 1 Year,Yes,36810.0,152.0,102
85838,Male,44,1,28.0,0,1-2 Year,Yes,31437.0,26.0,120
71630,Male,69,1,28.0,0,> 2 Years,Yes,42327.0,122.0,203
48745,Male,53,1,28.0,0,1-2 Year,Yes,41870.0,26.0,277
59244,Female,38,1,46.0,0,1-2 Year,Yes,2630.0,124.0,227
329143,Female,63,1,28.0,1,1-2 Year,Yes,47537.0,26.0,113
8202,Female,55,1,33.0,0,1-2 Year,Yes,43129.0,26.0,223
329509,Male,22,1,38.0,0,< 1 Year,Yes,2630.0,26.0,109
360257,Male,21,1,35.0,0,< 1 Year,Yes,29726.0,160.0,90
61789,Male,30,1,37.0,0,< 1 Year,Yes,2630.0,160.0,209
247123,Male,43,1,26.0,0,1-2 Year,Yes,30187.0,120.0,118
418901,Female,32,1,52.0,0,< 1 Year,Yes,26121.0,124.0,18
44838,Male,26,1,28.0,0,< 1 Year,Yes,2630.0,160.0,127
388988,Female,33,1,47.0,0,< 1 Year,Yes,28577.0,124.0,180
367971,Female,21,1,26.0,0,< 1 Year,Yes,46141.0,160.0,71
507543,Male,40,1,8.0,0,1-2 Year,Yes,38578.0,124.0,197
374763,Male,50,1,3.0,0,1-2 Year,Yes,43391.0,26.0,89
434670,Male,50,1,6.0,0,> 2 Years,Yes,27604.0,26.0,43
189550,Male,53,1,28.0,0,1-2 Year,Yes,43016.0,26.0,22
50454,Male,24,1,36.0,0,< 1 Year,Yes,2630.0,160.0,220
279914,Male,58,1,39.0,0,1-2 Year,Yes,30657.0,154.0,175
16788,Female,30,1,41.0,0,< 1 Year,Yes,2630.0,163.0,130
190881,Male,44,1,29.0,0,1-2 Year,Yes,57744.0,124.0,192
167452,Male,25,1,25.0,0,< 1 Year,Yes,42054.0,152.0,164
75866,Female,22,1,47.0,0,< 1 Year,Yes,23976.0,152.0,242
228799,Female,22,1,16.0,1,< 1 Year,Yes,2630.0,152.0,185
55772,Male,45,1,28.0,0,1-2 Year,Yes,52381.0,124.0,210
14018,Male,56,1,28.0,0,1-2 Year,Yes,62889.0,26.0,174
285557,Male,22,1,43.0,0,< 1 Year,Yes,33834.0,124.0,119
101404,Male,51,1,28.0,0,1-2 Year,Yes,37267.0,26.0,48
462959,Male,37,1,28.0,0,1-2 Year,Yes,33016.0,124.0,277
12283,Male,54,1,28.0,0,1-2 Year,Yes,28997.0,26.0,159
100664,Male,57,1,28.0,0,1-2 Year,Yes,52221.0,52.0,285
360037,Female,21,1,37.0,0,< 1 Year,Yes,37827.0,152.0,202
331149,Female,45,1,46.0,0,1-2 Year,Yes,30065.0,26.0,294
186985,Male,43,1,28.0,0,1-2 Year,Yes,27421.0,26.0,219
310791,Female,22,1,27.0,0,< 1 Year,Yes,26621.0,152.0,148
290659,Female,21,1,8.0,0,< 1 Year,Yes,27486.0,160.0,227
392313,Male,24,1,28.0,0,< 1 Year,Yes,37492.0,124.0,41
479746,Male,44,1,14.0,0,1-2 Year,Yes,47203.0,124.0,255
73647,Female,47,1,28.0,0,1-2 Year,Yes,49710.0,150.0,92
224796,Male,21,1,7.0,0,< 1 Year,Yes,42094.0,160.0,179
212244,Female,21,1,25.0,0,< 1 Year,Yes,2630.0,160.0,179
323196,Male,50,1,15.0,0,1-2 Year,Yes,34809.0,124.0,281
85580,Male,52,1,28.0,0,> 2 Years,Yes,26042.0,26.0,284
8809,Male,44,1,28.0,0,1-2 Year,Yes,41155.0,26.0,169
245405,Female,43,1,28.0,0,1-2 Year,Yes,45319.0,13.0,284
69632,Male,35,1,47.0,0,1-2 Year,Yes,2630.0,156.0,208
58463,Female,62,1,20.0,0,1-2 Year,Yes,2630.0,154.0,161
492439,Male,39,1,33.0,0,1-2 Year,Yes,22179.0,26.0,250
106254,Female,22,1,44.0,0,< 1 Year,Yes,37826.0,152.0,185
132771,Female,24,1,37.0,0,< 1 Year,Yes,26470.0,26.0,72
275217,Male,42,1,28.0,0,1-2 Year,Yes,35967.0,124.0,13
171307,Male,60,1,28.0,0,1-2 Year,Yes,58731.0,122.0,129
170750,Female,46,1,28.0,0,1-2 Year,Yes,61784.0,26.0,267
58150,Male,33,1,15.0,0,< 1 Year,Yes,30237.0,26.0,41
271548,Male,54,1,8.0,0,1-2 Year,Yes,41027.0,124.0,149
413201,Male,40,1,28.0,0,1-2 Year,Yes,29580.0,26.0,186
356846,Male,52,1,8.0,0,1-2 Year,Yes,63837.0,26.0,23
274162,Male,24,1,37.0,0,< 1 Year,Yes,25401.0,152.0,124
488363,Female,46,1,28.0,0,1-2 Year,Yes,2630.0,154.0,226
190078,Male,40,1,28.0,1,1-2 Year,Yes,55281.0,124.0,179
239731,Female,52,1,7.0,0,1-2 Year,Yes,53755.0,26.0,274
179416,Female,22,1,37.0,0,< 1 Year,Yes,30437.0,152.0,79
20411,Female,24,1,47.0,0,< 1 Year,Yes,24476.0,151.0,10
447640,Male,42,1,46.0,0,1-2 Year,Yes,27661.0,124.0,233
163369,Female,28,1,37.0,0,< 1 Year,Yes,2630.0,156.0,110
206245,Female,23,1,50.0,0,< 1 Year,Yes,2630.0,152.0,26
429979,Male,45,1,3.0,0,1-2 Year,Yes,27496.0,26.0,11
91026,Female,40,1,21.0,1,1-2 Year,Yes,2630.0,157.0,143
130036,Male,52,1,28.0,0,1-2 Year,Yes,31141.0,26.0,140
117253,Female,71,1,38.0,1,1-2 Year,Yes,2630.0,26.0,125
183573,Male,43,1,48.0,0,1-2 Year,Yes,2630.0,52.0,55
22034,Male,44,1,23.0,0,1-2 Year,Yes,20583.0,26.0,109
84237,Female,21,1,39.0,0,< 1 Year,Yes,34994.0,160.0,176
258076,Female,34,1,50.0,0,1-2 Year,Yes,22785.0,152.0,128
172858,Female,52,1,28.0,0,1-2 Year,Yes,57763.0,122.0,30
364696,Female,54,1,28.0,0,> 2 Years,Yes,38657.0,122.0,214
17060,Female,59,1,28.0,0,1-2 Year,Yes,61142.0,154.0,220
213614,Male,40,1,41.0,0,1-2 Year,Yes,27245.0,124.0,117
177464,Male,26,1,28.0,0,< 1 Year,Yes,28293.0,156.0,267
105717,Male,71,1,30.0,0,1-2 Year,Yes,29495.0,26.0,269
398288,Female,38,1,8.0,0,1-2 Year,Yes,39153.0,124.0,155
148727,Male,20,1,47.0,0,< 1 Year,Yes,29395.0,160.0,18
463426,Female,36,1,28.0,0,1-2 Year,Yes,34489.0,26.0,33
215064,Male,55,1,6.0,0,1-2 Year,Yes,22048.0,26.0,236
318228,Female,44,1,28.0,0,1-2 Year,Yes,43193.0,26.0,237
123199,Male,61,1,28.0,0,1-2 Year,Yes,34339.0,26.0,219
368489,Male,27,1,2.0,0,< 1 Year,Yes,34677.0,152.0,12
254884,Female,32,1,50.0,0,< 1 Year,Yes,37060.0,124.0,29
244881,Female,20,1,17.0,0,< 1 Year,Yes,2630.0,160.0,119
159939,Male,53,1,14.0,0,1-2 Year,Yes,41972.0,124.0,77
214808,Male,58,1,41.0,0,1-2 Year,Yes,43601.0,26.0,294
112925,Male,45,1,28.0,0,1-2 Year,Yes,57914.0,122.0,265
22374,Female,78,1,28.0,0,1-2 Year,Yes,39199.0,122.0,89
184012,Male,24,1,46.0,1,< 1 Year,Yes,18778.0,154.0,141
35793,Male,22,1,41.0,0,< 1 Year,Yes,38719.0,152.0,83
306518,Male,45,1,8.0,0,1-2 Year,Yes,2630.0,124.0,95
431569,Female,54,1,28.0,0,1-2 Year,Yes,38597.0,26.0,277
371824,Female,35,1,36.0,0,1-2 Year,Yes,28614.0,124.0,118
60853,Male,70,1,28.0,0,1-2 Year,Yes,77771.0,55.0,295
455522,Male,48,1,8.0,0,> 2 Years,Yes,51039.0,124.0,126
474227,Male,44,1,8.0,0,1-2 Year,Yes,24340.0,26.0,289
84712,Male,44,1,28.0,0,1-2 Year,Yes,31550.0,124.0,33
247196,Male,23,1,4.0,0,1-2 Year,Yes,29978.0,156.0,82
232176,Female,45,1,28.0,0,1-2 Year,Yes,26630.0,124.0,17
285859,Male,58,1,11.0,0,> 2 Years,Yes,26289.0,26.0,196
191149,Male,48,1,28.0,0,> 2 Years,Yes,36422.0,3.0,273
188410,Female,22,1,22.0,0,< 1 Year,Yes,25336.0,152.0,288
251619,Male,40,1,8.0,0,1-2 Year,Yes,44185.0,124.0,105
144397,Male,51,1,28.0,0,1-2 Year,Yes,35386.0,124.0,291
20592,Male,22,1,30.0,0,< 1 Year,Yes,36844.0,152.0,126
43775,Male,47,1,30.0,0,1-2 Year,Yes,29150.0,124.0,69
297673,Male,46,1,32.0,0,1-2 Year,Yes,27066.0,26.0,187
263661,Male,51,1,7.0,0,1-2 Year,Yes,2630.0,157.0,32
298899,Male,39,1,12.0,0,1-2 Year,Yes,27287.0,154.0,155
62310,Male,50,1,8.0,0,1-2 Year,Yes,41448.0,124.0,97
418804,Male,43,1,3.0,0,1-2 Year,Yes,2630.0,124.0,260
229051,Female,24,1,29.0,0,< 1 Year,Yes,27532.0,152.0,96
262989,Female,42,1,28.0,0,1-2 Year,Yes,30634.0,124.0,82
200014,Male,37,1,45.0,0,1-2 Year,Yes,33778.0,26.0,230
363771,Male,45,1,28.0,0,1-2 Year,Yes,43497.0,124.0,101
195784,Female,26,1,41.0,0,< 1 Year,Yes,32786.0,152.0,228
300818,Male,36,1,28.0,0,1-2 Year,Yes,40757.0,150.0,296
267943,Male,22,1,46.0,0,< 1 Year,Yes,2630.0,163.0,297
82827,Female,25,1,47.0,0,< 1 Year,Yes,20368.0,152.0,88
174984,Female,21,1,15.0,0,< 1 Year,Yes,25198.0,152.0,47
211707,Female,54,1,40.0,0,> 2 Years,Yes,27400.0,26.0,72
134764,Male,47,1,30.0,1,1-2 Year,Yes,35411.0,26.0,271
232240,Male,42,1,28.0,0,1-2 Year,Yes,2630.0,124.0,165
23577,Female,22,1,15.0,0,< 1 Year,Yes,39611.0,152.0,128
55504,Male,21,1,15.0,0,< 1 Year,Yes,41069.0,152.0,172
58825,Male,46,1,8.0,0,1-2 Year,Yes,44412.0,26.0,135
71789,Male,58,1,8.0,0,1-2 Year,Yes,74534.0,26.0,193
168494,Male,44,1,22.0,0,1-2 Year,Yes,2630.0,26.0,277
35476,Male,41,1,15.0,0,1-2 Year,Yes,24412.0,26.0,111
42278,Male,51,1,4.0,0,1-2 Year,Yes,2630.0,26.0,264
46490,Male,65,1,8.0,0,1-2 Year,Yes,34726.0,26.0,110
26251,Male,58,1,28.0,0,1-2 Year,Yes,58328.0,26.0,79
381406,Male,31,1,28.0,0,< 1 Year,Yes,46712.0,124.0,166
186319,Female,22,1,2.0,0,1-2 Year,Yes,33294.0,124.0,32
53142,Female,71,1,3.0,0,> 2 Years,Yes,36480.0,3.0,176
448156,Male,36,1,35.0,0,1-2 Year,Yes,26247.0,156.0,149
122179,Male,30,1,28.0,0,1-2 Year,Yes,2630.0,122.0,38
249312,Male,29,1,41.0,0,1-2 Year,Yes,21849.0,154.0,179
352981,Female,32,1,8.0,0,< 1 Year,Yes,50794.0,152.0,116
240617,Female,64,1,21.0,0,1-2 Year,Yes,2630.0,157.0,293
154881,Female,43,1,20.0,0,1-2 Year,Yes,2630.0,26.0,137
338627,Female,54,1,28.0,0,1-2 Year,Yes,73366.0,26.0,236
479052,Female,51,1,28.0,0,1-2 Year,Yes,29564.0,157.0,219
259604,Male,59,1,3.0,0,> 2 Years,Yes,32253.0,124.0,85
305388,Male,22,1,47.0,0,< 1 Year,Yes,28675.0,152.0,186
192015,Male,60,1,28.0,0,1-2 Year,Yes,41166.0,124.0,189
3536,Female,49,1,8.0,0,1-2 Year,Yes,54523.0,124.0,23
326887,Female,46,1,28.0,0,1-2 Year,Yes,38627.0,124.0,267
225296,Female,43,1,12.0,1,1-2 Year,Yes,2630.0,124.0,206
478362,Male,53,1,28.0,0,> 2 Years,Yes,25560.0,26.0,68
111411,Female,49,1,46.0,0,> 2 Years,Yes,23197.0,26.0,220
218507,Male,25,1,37.0,0,< 1 Year,Yes,39126.0,152.0,283
507062,Male,52,1,28.0,0,1-2 Year,Yes,48359.0,26.0,26
80479,Female,34,1,28.0,0,< 1 Year,Yes,39919.0,124.0,20
176610,Female,54,1,28.0,0,1-2 Year,Yes,63905.0,124.0,267
143409,Male,79,1,41.0,0,1-2 Year,Yes,2630.0,156.0,151
111468,Male,55,1,28.0,0,1-2 Year,Yes,37239.0,124.0,79
333803,Female,41,1,28.0,0,1-2 Year,Yes,48496.0,26.0,105
46139,Male,46,1,28.0,0,1-2 Year,Yes,51164.0,26.0,54
282356,Female,42,1,28.0,0,1-2 Year,Yes,47167.0,26.0,28
447863,Female,45,1,8.0,0,1-2 Year,Yes,51843.0,26.0,14
127736,Male,57,1,35.0,0,1-2 Year,Yes,33505.0,10.0,280
158556,Female,51,1,1.0,0,1-2 Year,Yes,2630.0,152.0,268
142631,Male,43,1,36.0,0,1-2 Year,Yes,35416.0,124.0,64
379836,Male,23,1,37.0,0,< 1 Year,Yes,25759.0,124.0,73
194888,Male,43,1,28.0,0,1-2 Year,Yes,2630.0,26.0,15
81596,Male,76,1,28.0,0,1-2 Year,Yes,50412.0,26.0,142
416046,Male,52,1,28.0,0,1-2 Year,Yes,44003.0,26.0,260
316315,Male,68,1,38.0,0,1-2 Year,Yes,38575.0,124.0,24
37665,Male,22,1,28.0,0,< 1 Year,Yes,73474.0,124.0,187
265823,Male,52,1,50.0,0,1-2 Year,Yes,34923.0,122.0,12
482590,Female,34,1,28.0,0,1-2 Year,Yes,25796.0,124.0,204
56693,Male,43,1,21.0,0,1-2 Year,Yes,2630.0,157.0,162
187458,Female,68,1,46.0,0,1-2 Year,Yes,26211.0,124.0,259
231432,Female,34,1,28.0,0,1-2 Year,Yes,37543.0,124.0,21
170665,Female,45,1,3.0,0,1-2 Year,Yes,2630.0,157.0,182
88563,Male,43,1,28.0,0,1-2 Year,Yes,68188.0,124.0,282
55359,Male,22,1,46.0,0,< 1 Year,Yes,2630.0,156.0,30
245815,Male,46,1,49.0,0,1-2 Year,Yes,33563.0,156.0,241
345892,Female,44,1,28.0,0,1-2 Year,Yes,40345.0,26.0,90
200962,Female,41,1,1.0,0,1-2 Year,Yes,2630.0,157.0,53
182781,Female,22,1,8.0,0,< 1 Year,Yes,47566.0,152.0,203
355411,Male,44,1,28.0,0,1-2 Year,Yes,35342.0,122.0,145
55888,Male,55,1,8.0,1,1-2 Year,Yes,40517.0,124.0,274
21752,Female,26,1,28.0,0,< 1 Year,Yes,37979.0,152.0,162
155013,Male,30,1,28.0,0,1-2 Year,Yes,27928.0,155.0,67
59889,Female,34,1,28.0,0,1-2 Year,Yes,38251.0,155.0,157
84987,Female,25,1,32.0,0,< 1 Year,Yes,23732.0,152.0,207
386420,Female,50,1,28.0,0,1-2 Year,Yes,44439.0,26.0,249
92436,Female,54,1,39.0,0,1-2 Year,Yes,28172.0,15.0,179
233077,Male,50,1,11.0,0,1-2 Year,Yes,2630.0,156.0,155
271604,Male,56,1,28.0,0,1-2 Year,Yes,33753.0,122.0,36
251321,Male,44,1,28.0,0,1-2 Year,Yes,48137.0,124.0,241
45142,Female,36,1,28.0,0,1-2 Year,Yes,30717.0,124.0,55
359858,Male,57,1,29.0,0,1-2 Year,Yes,42744.0,124.0,121
55925,Male,80,1,28.0,0,> 2 Years,Yes,43314.0,122.0,267
354216,Female,44,1,28.0,0,1-2 Year,Yes,48950.0,122.0,206
240206,Male,29,1,17.0,0,1-2 Year,Yes,28061.0,124.0,203
96984,Female,31,1,28.0,0,1-2 Year,Yes,43343.0,154.0,146
140187,Male,30,1,28.0,0,1-2 Year,Yes,28341.0,26.0,95
225830,Female,74,1,7.0,0,1-2 Year,Yes,37126.0,124.0,32
32201,Male,36,1,15.0,0,1-2 Year,Yes,25268.0,152.0,103
334163,Male,60,1,28.0,0,1-2 Year,Yes,52753.0,26.0,245
185844,Male,28,1,8.0,0,< 1 Year,Yes,49288.0,152.0,172
316380,Male,35,1,48.0,0,1-2 Year,Yes,2630.0,15.0,198
8986,Male,54,1,26.0,0,1-2 Year,Yes,36817.0,120.0,223
370008,Female,22,1,35.0,0,< 1 Year,Yes,37357.0,160.0,136
68009,Male,23,1,15.0,0,< 1 Year,Yes,20240.0,152.0,94
35072,Female,46,1,28.0,0,1-2 Year,Yes,44779.0,122.0,143
81019,Male,43,1,45.0,0,> 2 Years,Yes,30543.0,25.0,163
284408,Male,25,1,16.0,0,< 1 Year,Yes,2630.0,152.0,187
255245,Male,20,1,28.0,0,1-2 Year,Yes,79353.0,124.0,273
61488,Male,43,1,28.0,0,1-2 Year,Yes,33866.0,124.0,80
269457,Male,44,1,41.0,0,1-2 Year,Yes,25576.0,26.0,182
73293,Female,76,1,28.0,0,> 2 Years,Yes,63305.0,124.0,253
194258,Male,45,1,28.0,0,> 2 Years,Yes,43685.0,26.0,58
132324,Male,45,1,8.0,0,1-2 Year,Yes,2630.0,124.0,133
94232,Female,29,1,26.0,0,< 1 Year,Yes,28322.0,152.0,160
334281,Female,25,1,46.0,0,< 1 Year,Yes,21107.0,152.0,96
3951,Male,55,1,39.0,0,1-2 Year,Yes,46655.0,26.0,297
113407,Female,26,1,46.0,0,< 1 Year,Yes,24246.0,152.0,264
326059,Male,66,1,41.0,1,1-2 Year,Yes,46354.0,136.0,110
14874,Male,31,1,28.0,1,1-2 Year,Yes,37015.0,156.0,248
347490,Male,47,1,18.0,0,1-2 Year,Yes,35972.0,124.0,15
160742,Male,48,1,37.0,1,1-2 Year,Yes,29757.0,26.0,121
357684,Male,51,1,28.0,0,1-2 Year,Yes,23237.0,124.0,83
299071,Female,27,1,37.0,0,< 1 Year,Yes,40321.0,152.0,264
297337,Male,58,1,8.0,0,1-2 Year,Yes,32516.0,7.0,112
19671,Male,43,1,28.0,0,1-2 Year,Yes,26611.0,47.0,246
256093,Male,67,1,3.0,0,1-2 Year,Yes,37619.0,3.0,33
7271,Male,36,1,11.0,0,1-2 Year,Yes,36066.0,124.0,255
167875,Male,21,1,16.0,0,< 1 Year,Yes,30898.0,152.0,49
235474,Male,39,1,0.0,0,1-2 Year,Yes,2630.0,122.0,291
39440,Male,60,1,28.0,1,1-2 Year,Yes,27480.0,38.0,107
184649,Female,23,1,32.0,0,< 1 Year,Yes,2630.0,152.0,16
222641,Male,68,1,28.0,0,1-2 Year,Yes,70034.0,125.0,281
416802,Male,44,1,28.0,0,1-2 Year,Yes,42135.0,124.0,215
246305,Male,21,1,36.0,0,< 1 Year,Yes,63941.0,152.0,131
398193,Male,39,1,28.0,0,> 2 Years,Yes,27928.0,122.0,131
68823,Male,53,1,17.0,0,1-2 Year,Yes,2630.0,124.0,282
286050,Male,50,1,8.0,0,1-2 Year,Yes,70093.0,26.0,95
4974,Female,36,1,21.0,1,1-2 Year,Yes,32527.0,26.0,142
236924,Male,40,1,31.0,0,1-2 Year,Yes,2630.0,26.0,243
324087,Male,53,1,28.0,0,1-2 Year,Yes,43974.0,26.0,14
108533,Female,65,1,28.0,0,1-2 Year,Yes,72489.0,25.0,231
281790,Male,51,1,14.0,0,1-2 Year,Yes,27411.0,124.0,282
168213,Female,21,1,3.0,0,< 1 Year,Yes,27358.0,160.0,46
306410,Male,24,1,29.0,0,< 1 Year,Yes,45668.0,152.0,128
106856,Male,51,1,19.0,0,1-2 Year,Yes,34421.0,156.0,144
156126,Female,45,1,28.0,1,1-2 Year,Yes,36951.0,124.0,291
262148,Male,41,1,41.0,0,1-2 Year,Yes,25680.0,124.0,19
341908,Female,43,1,28.0,0,1-2 Year,Yes,23883.0,124.0,93
96207,Male,47,1,28.0,1,1-2 Year,Yes,49220.0,124.0,267
377414,Female,25,1,9.0,0,< 1 Year,Yes,27189.0,152.0,80
475099,Male,41,1,28.0,0,1-2 Year,Yes,31054.0,44.0,108
242470,Female,49,1,28.0,0,1-2 Year,Yes,402863.0,122.0,218
90912,Male,39,1,28.0,0,1-2 Year,Yes,36676.0,13.0,284
71110,Female,31,1,30.0,0,1-2 Year,Yes,2630.0,156.0,193
18940,Male,36,1,28.0,0,1-2 Year,Yes,25861.0,124.0,47
490158,Male,45,1,28.0,0,1-2 Year,Yes,38581.0,26.0,117
158663,Female,23,1,28.0,0,< 1 Year,Yes,32228.0,26.0,159
340025,Male,54,1,48.0,0,> 2 Years,Yes,2630.0,15.0,119
343902,Female,47,1,36.0,0,1-2 Year,Yes,32567.0,26.0,267
369546,Female,65,1,28.0,0,1-2 Year,Yes,41716.0,26.0,278
300408,Female,28,1,28.0,0,< 1 Year,Yes,46518.0,124.0,259
260795,Male,46,1,21.0,0,1-2 Year,Yes,35690.0,26.0,102
379960,Female,66,1,28.0,0,1-2 Year,Yes,36921.0,26.0,238
3149,Female,22,1,8.0,0,< 1 Year,Yes,30433.0,152.0,96
322649,Male,51,1,3.0,0,1-2 Year,Yes,26467.0,124.0,163
59159,Female,24,1,36.0,1,< 1 Year,Yes,2630.0,160.0,66
31386,Female,37,1,11.0,0,1-2 Year,Yes,23472.0,124.0,129
375837,Male,28,1,28.0,0,< 1 Year,Yes,20383.0,152.0,159
155134,Female,33,1,15.0,0,< 1 Year,Yes,30455.0,152.0,49
1048,Female,50,1,11.0,0,1-2 Year,Yes,35427.0,124.0,237
109463,Male,47,1,28.0,0,1-2 Year,Yes,2630.0,26.0,259
285263,Male,54,1,25.0,0,1-2 Year,Yes,37084.0,124.0,198
227898,Female,71,1,21.0,0,1-2 Year,Yes,32457.0,26.0,276
83567,Female,47,1,35.0,0,1-2 Year,Yes,34170.0,124.0,241
39976,Male,22,1,8.0,0,< 1 Year,Yes,45744.0,152.0,226
51681,Female,23,1,8.0,0,< 1 Year,Yes,33446.0,152.0,227
424089,Female,50,1,28.0,0,1-2 Year,Yes,37822.0,26.0,21
448805,Female,33,1,28.0,0,1-2 Year,Yes,25140.0,26.0,88
362136,Male,62,1,28.0,0,> 2 Years,Yes,45350.0,124.0,144
7734,Female,63,1,20.0,0,1-2 Year,Yes,2630.0,26.0,208
18287,Female,30,1,36.0,0,< 1 Year,Yes,2630.0,160.0,169
166034,Female,27,1,2.0,0,< 1 Year,Yes,23270.0,152.0,285
